 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
   1   5     87.5     60.0    120.0      0.3307
   1   6     87.5     75.0    105.0      0.3413
   1   7     87.5     90.0     90.0      0.3598
   1   8     87.5    105.0     75.0      0.3697
   1   9     87.5    120.0     60.0      0.3885
   1  10     87.5    135.0     45.0      0.4189
   1  11     87.5    150.0     30.0      0.4626
   1  12     87.5    165.0     15.0      0.4695
   1  13     87.5    180.0      0.0      0.4792
rho for WIND SPEED =  4.0 m/s     THETA_SUN = 50.0 deg
  10   1      0.0      0.0      0.0      0.0236
   9   1     10.0      0.0    180.0      0.0226
   9   2     10.0     15.0    165.0      0.0226
   9   3     10.0     30.0    150.0      0.0226
   9   4     10.0     45.0    135.0      0.0229
   9   5     10.0     60.0    120.0      0.0228
   9   6     10.0     75.0    105.0      0.0228
   9   7     10.0     90.0     90.0      0.0232
   9   8     10.0    105.0     75.0      0.0253
   9   9     10.0    120.0     60.0      0.0242
   9  10     10.0    135.0     45.0      0.0264
   9  11     10.0    150.0     30.0      0.0250
   9  12     10.0    165.0     15.0      0.0286
   9  13     10.0    180.0      0.0      0.0279
   8   1     20.0      0.0    180.0      0.0225
   8   2     20.0     15.0    165.0      0.0224
   8   3     20.0     30.0    150.0      0.0221
   8   4     20.0     45.0    135.0      0.0222
   8   5     20.0     60.0    120.0      0.0224
   8   6     20.0     75.0    105.0      0.0228
   8   7     20.0     90.0     90.0      0.0233
   8   8     20.0    105.0     75.0      0.0237
   8   9     20.0    120.0     60.0      0.0245
   8  10     20.0    135.0     45.0      0.0269
   8  11     20.0    150.0     30.0      0.0386
   8  12     20.0    165.0     15.0      0.0527
   8  13     20.0    180.0      0.0      0.0635
   7   1     30.0      0.0    180.0      0.0233
   7   2     30.0     15.0    165.0      0.0235
   7   3     30.0     30.0    150.0      0.0234
   7   4     30.0     45.0    135.0      0.0235
   7   5     30.0     60.0    120.0      0.0233
   7   6     30.0     75.0    105.0      0.0235
   7   7     30.0     90.0     90.0      0.0236
   7   8     30.0    105.0     75.0      0.0243
   7   9     30.0    120.0     60.0      0.0256
   7  10     30.0    135.0     45.0      0.0291
   7  11     30.0    150.0     30.0      0.0539
   7  12     30.0    165.0     15.0      0.1058
   7  13     30.0    180.0      0.0      0.1361
   6   1     40.0      0.0    180.0      0.0276
   6   2     40.0     15.0    165.0      0.0281
   6   3     40.0     30.0    150.0      0.0275
   6   4     40.0     45.0    135.0      0.0278
   6   5     40.0     60.0    120.0      0.0273
   6   6     40.0     75.0    105.0      0.0272
   6   7     40.0     90.0     90.0      0.0272
   6   8     40.0    105.0     75.0      0.0277
   6   9     40.0    120.0     60.0      0.0285
   6  10     40.0    135.0     45.0      0.0302
   6  11     40.0    150.0     30.0      0.0641
   6  12     40.0    165.0     15.0      0.1571
   6  13     40.0    180.0      0.0      0.1884
   5   1     50.0      0.0    180.0      0.0411
   5   2     50.0     15.0    165.0      0.0416
   5   3     50.0     30.0    150.0      0.0412
   5   4     50.0     45.0    135.0      0.0404
   5   5     50.0     60.0    120.0      0.0399
   5   6     50.0     75.0    105.0      0.0394
   5   7     50.0     90.0     90.0      0.0396
   5   8     50.0    105.0     75.0      0.0390
   5   9     50.0    120.0     60.0      0.0396
   5  10     50.0    135.0     45.0      0.0403
   5  11     50.0    150.0     30.0      0.0661
   5  12     50.0    165.0     15.0      0.1790
   5  13     50.0    180.0      0.0      0.0062
   4   1     60.0      0.0    180.0      0.0801
   4   2     60.0     15.0    165.0      0.0804
   4   3     60.0     30.0    150.0      0.0803
   4   4     60.0     45.0    135.0      0.0788
   4   5     60.0     60.0    120.0      0.0768
   4   6     60.0     75.0    105.0      0.0754
   4   7     60.0     90.0     90.0      0.0748
   4   8     60.0    105.0     75.0      0.0731
   4   9     60.0    120.0     60.0      0.0726
   4  10     60.0    135.0     45.0      0.0723
   4  11     60.0    150.0     30.0      0.0792
   4  12     60.0    165.0     15.0      0.2213
   4  13     60.0    180.0      0.0      0.3727
   3   1     70.0      0.0    180.0      0.1674
   3   2     70.0     15.0    165.0      0.1669
   3   3     70.0     30.0    150.0      0.1653
   3   4     70.0     45.0    135.0      0.1663
   3   5     70.0     60.0    120.0      0.1642
   3   6     70.0     75.0    105.0      0.1622
   3   7     70.0     90.0     90.0      0.1624
   3   8     70.0    105.0     75.0      0.1586
   3   9     70.0    120.0     60.0      0.1575
   3  10     70.0    135.0     45.0      0.1576
   3  11     70.0    150.0     30.0      0.1560
   3  12     70.0    165.0     15.0      0.2938
   3  13     70.0    180.0      0.0      0.5607
   2   1     80.0      0.0    180.0      0.2629
   2   2     80.0     15.0    165.0      0.2649
   2   3     80.0     30.0    150.0      0.2711
   2   4     80.0     45.0    135.0      0.2693
   2   5     80.0     60.0    120.0      0.2684
   2   6     80.0     75.0    105.0      0.2812
   2   7     80.0     90.0     90.0      0.2815
   2   8     80.0    105.0     75.0      0.2874
   2   9     80.0    120.0     60.0      0.2815
   2  10     80.0    135.0     45.0      0.2945
   2  11     80.0    150.0     30.0      0.3173
   2  12     80.0    165.0     15.0      0.3898
   2  13     80.0    180.0      0.0      0.6182
   1   1     87.5      0.0    180.0      0.3041
   1   2     87.5     15.0    165.0      0.3080
   1   3     87.5     30.0    150.0      0.3368
   1   4     87.5     45.0    135.0      0.3317
   1   5     87.5     60.0    120.0      0.3305
   1   6     87.5     75.0    105.0      0.3390
   1   7     87.5     90.0     90.0      0.3555
   1   8     87.5    105.0     75.0      0.3634
   1   9     87.5    120.0     60.0      0.3818
   1  10     87.5    135.0     45.0      0.4180
   1  11     87.5    150.0     30.0      0.4844
   1  12     87.5    165.0     15.0      0.5387
   1  13     87.5    180.0      0.0      0.6809
rho for WIND SPEED =  4.0 m/s     THETA_SUN = 60.0 deg
  10   1      0.0      0.0      0.0      0.0226
   9   1     10.0      0.0    180.0      0.0220
   9   2     10.0     15.0    165.0      0.0221
   9   3     10.0     30.0    150.0      0.0222
   9   4     10.0     45.0    135.0      0.0223
   9   5     10.0     60.0    120.0      0.0223
   9   6     10.0     75.0    105.0      0.0221
   9   7     10.0     90.0     90.0      0.0224
   9   8     10.0    105.0     75.0      0.0224
   9   9     10.0    120.0     60.0      0.0232
   9  10     10.0    135.0     45.0      0.0235
   9  11     10.0    150.0     30.0      0.0237
   9  12     10.0    165.0     15.0      0.0250
   9  13     10.0    180.0      0.0      0.0236
   8   1     20.0      0.0    180.0      0.0223
   8   2     20.0     15.0    165.0      0.0222
   8   3     20.0     30.0    150.0      0.0219
   8   4     20.0     45.0    135.0      0.0220
   8   5     20.0     60.0    120.0      0.0221
   8   6     20.0     75.0    105.0      0.0224
   8   7     20.0     90.0     90.0      0.0227
   8   8     20.0    105.0     75.0      0.0230
   8   9     20.0    120.0     60.0      0.0235
   8  10     20.0    135.0     45.0      0.0241
   8  11     20.0    150.0     30.0      0.0254
   8  12     20.0    165.0     15.0      0.0290
   8  13     20.0    180.0      0.0      0.0305
   7   1     30.0      0.0    180.0      0.0232
   7   2     30.0     15.0    165.0      0.0234
   7   3     30.0     30.0    150.0      0.0233
   7   4     30.0     45.0    135.0      0.0234
   7   5     30.0     60.0    120.0      0.0232
   7   6     30.0     75.0    105.0      0.0233
   7   7     30.0     90.0     90.0      0.0233
   7   8     30.0    105.0     75.0      0.0239
   7   9     30.0    120.0     60.0      0.0248
   7  10     30.0    135.0     45.0      0.0265
   7  11     30.0    150.0     30.0      0.0311
   7  12     30.0    165.0     15.0      0.0519
   7  13     30.0    180.0      0.0      0.0691
   6   1     40.0      0.0    180.0      0.0275
   6   2     40.0     15.0    165.0      0.0279
   6   3     40.0     30.0    150.0      0.0274
   6   4     40.0     45.0    135.0      0.0277
   6   5     40.0     60.0    120.0      0.0273
   6   6     40.0     75.0    105.0      0.0272
   6   7     40.0     90.0     90.0      0.0272
   6   8     40.0    105.0     75.0      0.0275
   6   9     40.0    120.0     60.0      0.0284
   6  10     40.0    135.0     45.0      0.0302
   6  11     40.0    150.0     30.0      0.0406
   6  12     40.0    165.0     15.0      0.1001
   6  13     40.0    180.0      0.0      0.1519
   5   1     50.0      0.0    180.0      0.0407
   5   2     50.0     15.0    165.0      0.0413
   5   3     50.0     30.0    150.0      0.0409
   5   4     50.0     45.0    135.0      0.0402
   5   5     50.0     60.0    120.0      0.0399
   5   6     50.0     75.0    105.0      0.0396
   5   7     50.0     90.0     90.0      0.0397
   5   8     50.0    105.0     75.0      0.0393
   5   9     50.0    120.0     60.0      0.0400
   5  10     50.0    135.0     45.0      0.0410
   5  11     50.0    150.0     30.0      0.0509
   5  12     50.0    165.0     15.0      0.1628
   5  13     50.0    180.0      0.0      0.2501
   4   1     60.0      0.0    180.0      0.0789
   4   2     60.0     15.0    165.0      0.0792
   4   3     60.0     30.0    150.0      0.0794
   4   4     60.0     45.0    135.0      0.0782
   4   5     60.0     60.0    120.0      0.0767
   4   6     60.0     75.0    105.0      0.0755
   4   7     60.0     90.0     90.0      0.0756
   4   8     60.0    105.0     75.0      0.0739
   4   9     60.0    120.0     60.0      0.0742
   4  10     60.0    135.0     45.0      0.0745
   4  11     60.0    150.0     30.0      0.0768
   4  12     60.0    165.0     15.0      0.2094
   4  13     60.0    180.0      0.0      0.0142
   3   1     70.0      0.0    180.0      0.1652
   3   2     70.0     15.0    165.0      0.1648
   3   3     70.0     30.0    150.0      0.1633
   3   4     70.0     45.0    135.0      0.1648
   3   5     70.0     60.0    120.0      0.1632
   3   6     70.0     75.0    105.0      0.1619
   3   7     70.0     90.0     90.0      0.1628
   3   8     70.0    105.0     75.0      0.1596
   3   9     70.0    120.0     60.0      0.1589
   3  10     70.0    135.0     45.0      0.1590
   3  11     70.0    150.0     30.0      0.1544
   3  12     70.0    165.0     15.0      0.3178
   3  13     70.0    180.0      0.0      0.6639
   2   1     80.0      0.0    180.0      0.2636
   2   2     80.0     15.0    165.0      0.2654
   2   3     80.0     30.0    150.0      0.2715
   2   4     80.0     45.0    135.0      0.2693
   2   5     80.0     60.0    120.0      0.2679
   2   6     80.0     75.0    105.0      0.2801
   2   7     80.0     90.0     90.0      0.2797
   2   8     80.0    105.0     75.0      0.2848
   2   9     80.0    120.0     60.0      0.2785
   2  10     80.0    135.0     45.0      0.2912
   2  11     80.0    150.0     30.0      0.3134
   2  12     80.0    165.0     15.0      0.5150
   2  13     80.0    180.0      0.0      1.2860
   1   1     87.5      0.0    180.0      0.3106
   1   2     87.5     15.0    165.0      0.3145
   1   3     87.5     30.0    150.0      0.3430
   1   4     87.5     45.0    135.0      0.3367
   1   5     87.5     60.0    120.0      0.3334
   1   6     87.5     75.0    105.0      0.3389
   1   7     87.5     90.0     90.0      0.3521
   1   8     87.5    105.0     75.0      0.3564
   1   9     87.5    120.0     60.0      0.3723
   1  10     87.5    135.0     45.0      0.4101
   1  11     87.5    150.0     30.0      0.4916
   1  12     87.5    165.0     15.0      0.7140
   1  13     87.5    180.0      0.0      1.6658
rho for WIND SPEED =  4.0 m/s     THETA_SUN = 70.0 deg
  10   1      0.0      0.0      0.0      0.0220
   9   1     10.0      0.0    180.0      0.0217
   9   2     10.0     15.0    165.0      0.0218
   9   3     10.0     30.0    150.0      0.0218
   9   4     10.0     45.0    135.0      0.0219
   9   5     10.0     60.0    120.0      0.0219
   9   6     10.0     75.0    105.0      0.0217
   9   7     10.0     90.0     90.0      0.0219
   9   8     10.0    105.0     75.0      0.0218
   9   9     10.0    120.0     60.0      0.0224
   9  10     10.0    135.0     45.0      0.0225
   9  11     10.0    150.0     30.0      0.0227
   9  12     10.0    165.0     15.0      0.0229
   9  13     10.0    180.0      0.0      0.0225
   8   1     20.0      0.0    180.0      0.0221
   8   2     20.0     15.0    165.0      0.0220
   8   3     20.0     30.0    150.0      0.0216
   8   4     20.0     45.0    135.0      0.0218
   8   5     20.0     60.0    120.0      0.0219
   8   6     20.0     75.0    105.0      0.0221
   8   7     20.0     90.0     90.0      0.0223
   8   8     20.0    105.0     75.0      0.0225
   8   9     20.0    120.0     60.0      0.0227
   8  10     20.0    135.0     45.0      0.0231
   8  11     20.0    150.0     30.0      0.0237
   8  12     20.0    165.0     15.0      0.0253
   8  13     20.0    180.0      0.0      0.0253
   7   1     30.0      0.0    180.0      0.0230
   7   2     30.0     15.0    165.0      0.0232
   7   3     30.0     30.0    150.0      0.0231
   7   4     30.0     45.0    135.0      0.0232
   7   5     30.0     60.0    120.0      0.0230
   7   6     30.0     75.0    105.0      0.0232
   7   7     30.0     90.0     90.0      0.0230
   7   8     30.0    105.0     75.0      0.0235
   7   9     30.0    120.0     60.0      0.0239
   7  10     30.0    135.0     45.0      0.0252
   7  11     30.0    150.0     30.0      0.0268
   7  12     30.0    165.0     15.0      0.0323
   7  13     30.0    180.0      0.0      0.0324
   6   1     40.0      0.0    180.0      0.0272
   6   2     40.0     15.0    165.0      0.0276
   6   3     40.0     30.0    150.0      0.0271
   6   4     40.0     45.0    135.0      0.0275
   6   5     40.0     60.0    120.0      0.0271
   6   6     40.0     75.0    105.0      0.0271
   6   7     40.0     90.0     90.0      0.0271
