30	395.00	34.90	34.90	13.05	7.75	6.58	6.20	5.70	5.16	4.48	3.78	3.17	2.62	2.16	1.94	1.77	1.63	1.53	1.32	1.07	0.82	0.53	0.21	0.00	0.30	0.62	0.94	1.41	1.70	1.89	2.18	2.36	2.64	2.95	3.33	3.76	4.34	5.07	5.83	6.75	7.70	8.78	10.92	17.25	41.24	41.24
31	397.50	34.99	34.99	13.08	7.70	6.52	6.15	5.64	5.10	4.44	3.73	3.15	2.60	2.16	1.94	1.77	1.64	1.54	1.33	1.08	0.82	0.53	0.21	0.00	0.30	0.62	0.94	1.41	1.71	1.89	2.18	2.37	2.64	2.95	3.31	3.74	4.32	5.04	5.79	6.71	7.65	8.73	10.89	17.28	41.28	41.28
32	400.00	35.07	35.07	13.14	7.65	6.46	6.07	5.58	5.06	4.41	3.71	3.12	2.59	2.16	1.94	1.77	1.65	1.55	1.34	1.09	0.81	0.53	0.21	0.00	0.30	0.62	0.95	1.41	1.71	1.90	2.19	2.37	2.64	2.95	3.30	3.73	4.30	5.01	5.75	6.67	7.61	8.69	10.86	17.31	41.36	41.36
33	402.50	35.16	35.16	13.16	7.62	6.38	6.00	5.53	5.01	4.36	3.68	3.10	2.58	2.16	1.94	1.78	1.65	1.55	1.35	1.09	0.82	0.52	0.21	0.00	0.30	0.61	0.95	1.40	1.71	1.90	2.19	2.37	2.64	2.94	3.29	3.72	4.27	4.98	5.70	6.62	7.57	8.66	10.85	17.34	41.43	41.43
34	405.00	35.27	35.27	13.19	7.61	6.28	5.94	5.46	4.96	4.31	3.63	3.08	2.57	2.15	1.93	1.79	1.66	1.55	1.35	1.10	0.82	0.53	0.22	0.00	0.30	0.62	0.95	1.42	1.72	1.91	2.19	2.38	2.65	2.94	3.27	3.69	4.24	4.94	5.66	6.58	7.52	8.61	10.85	17.37	41.46	41.46
35	407.50	35.31	35.31	13.20	7.56	6.22	5.88	5.40	4.91	4.28	3.60	3.06	2.56	2.15	1.94	1.79	1.66	1.56	1.35	1.09	0.82	0.53	0.22	0.00	0.30	0.61	0.95	1.41	1.72	1.91	2.19	2.38	2.65	2.94	3.27	3.69	4.23	4.92	5.63	6.53	7.47	8.55	10.82	17.38	41.47	41.47
36	410.00	35.34	35.34	13.22	7.52	6.17	5.83	5.35	4.87	4.24	3.58	3.04	2.55	2.15	1.94	1.79	1.66	1.56	1.35	1.09	0.82	0.52	0.22	0.00	0.30	0.61	0.95	1.41	1.72	1.91	2.19	2.38	2.64	2.93	3.27	3.68	4.20	4.89	5.59	6.50	7.42	8.51	10.80	17.39	41.49	41.49
37	412.50	35.37	35.37	13.25	7.50	6.13	5.76	5.29	4.83	4.21	3.56	3.02	2.54	2.14	1.95	1.80	1.67	1.57	1.36	1.10	0.82	0.53	0.22	0.00	0.30	0.62	0.95	1.41	1.73	1.91	2.19	2.38	2.65	2.92	3.26	3.67	4.18	4.87	5.56	6.47	7.38	8.47	10.79	17.42	41.51	41.51
38	415.00	35.40	35.40	13.27	7.48	6.08	5.70	5.23	4.78	4.17	3.53	3.01	2.54	2.15	1.95	1.81	1.68	1.58	1.37	1.11	0.83	0.53	0.22	0.00	0.30	0.62	0.96	1.42	1.74	1.92	2.20	2.39	2.65	2.93	3.24	3.65	4.17	4.84	5.54	6.42	7.35	8.45	10.78	17.43	41.52	41.52
39	417.50	35.45	35.45	13.27	7.43	6.01	5.65	5.18	4.73	4.13	3.51	3.00	2.53	2.15	1.96	1.82	1.69	1.58	1.37	1.12	0.83	0.53	0.22	0.00	0.30	0.62	0.96	1.43	1.74	1.92	2.20	2.39	2.65	2.93	3.25	3.64	4.15	4.83	5.51	6.38	7.31	8.40	10.77	17.45	41.54	41.54
40	420.00	35.45	35.45	13.28	7.40	5.95	5.59	5.14	4.70	4.11	3.49	2.98	2.53	2.16	1.96	1.82	1.69	1.59	1.38	1.12	0.83	0.53	0.22	0.00	0.29	0.62	0.96	1.42	1.74	1.93	2.21	2.39	2.66	2.93	3.24	3.63	4.13	4.80	5.47	6.35	7.28	8.36	10.75	17.45	41.56	41.56
41	422.50	35.45	35.45	13.30	7.39	5.90	5.55	5.10	4.67	4.09	3.47	2.97	2.53	2.16	1.97	1.84	1.69	1.60	1.39	1.13	0.83	0.53	0.22	0.00	0.29	0.61	0.96	1.43	1.74	1.94	2.20	2.39	2.66	2.93	3.23	3.62	4.11	4.77	5.44	6.31	7.25	8.34	10.74	17.45	41.58	41.58
42	425.00	35.45	35.45	13.31	7.36	5.85	5.51	5.06	4.63	4.07	3.45	2.96	2.53	2.16	1.97	1.84	1.70	1.60	1.39	1.13	0.83	0.53	0.23	0.00	0.29	0.61	0.96	1.42	1.74	1.93	2.21	2.40	2.66	2.93	3.24	3.61	4.10	4.75	5.41	6.28	7.21	8.32	10.72	17.47	41.57	41.57
43	427.50	35.44	35.44	13.29	7.33	5.80	5.46	5.00	4.60	4.04	3.43	2.95	2.52	2.17	1.97	1.84	1.70	1.60	1.39	1.12	0.83	0.53	0.23	0.00	0.29	0.62	0.96	1.42	1.75	1.94	2.21	2.41	2.66	2.93	3.23	3.60	4.09	4.73	5.39	6.26	7.18	8.30	10.72	17.48	41.56	41.56
44	430.00	35.42	35.42	13.27	7.31	5.76	5.42	4.97	4.56	4.01	3.41	2.94	2.52	2.16	1.98	1.84	1.70	1.60	1.39	1.13	0.83	0.53	0.23	0.00	0.29	0.62	0.96	1.42	1.75	1.94	2.21	2.41	2.66	2.93	3.23	3.58	4.07	4.71	5.36	6.23	7.14	8.26	10.71	17.47	41.55	41.55
45	432.50	35.41	35.41	13.27	7.27	5.71	5.37	4.92	4.53	3.98	3.39	2.92	2.51	2.16	1.98	1.84	1.70	1.61	1.39	1.13	0.83	0.52	0.23	0.00	0.29	0.62	0.96	1.42	1.75	1.94	2.21	2.41	2.66	2.93	3.22	3.57	4.06	4.68	5.34	6.19	7.11	8.22	10.69	17.47	41.52	41.52
46	435.00	35.38	35.38	13.25	7.23	5.65	5.32	4.87	4.49	3.95	3.37	2.91	2.50	2.16	1.98	1.84	1.71	1.60	1.40	1.12	0.83	0.52	0.23	0.00	0.29	0.61	0.96	1.41	1.74	1.94	2.20	2.40	2.66	2.92	3.21	3.55	4.03	4.65	5.31	6.15	7.06	8.18	10.66	17.47	41.50	41.50
47	437.50	35.35	35.35	13.24	7.20	5.60	5.27	4.83	4.45	3.92	3.35	2.90	2.50	2.17	1.98	1.84	1.71	1.61	1.40	1.12	0.83	0.52	0.23	0.00	0.29	0.60	0.96	1.41	1.74	1.94	2.20	2.40	2.66	2.91	3.20	3.54	4.01	4.63	5.28	6.12	7.03	8.15	10.64	17.48	41.48	41.48
48	440.00	35.35	35.35	13.23	7.19	5.56	5.23	4.80	4.43	3.90	3.34	2.89	2.49	2.17	1.98	1.85	1.71	1.61	1.40	1.13	0.83	0.52	0.23	0.00	0.29	0.60	0.96	1.41	1.74	1.93	2.20	2.40	2.66	2.91	3.20	3.54	4.00	4.62	5.25	6.10	7.00	8.13	10.64	17.47	41.48	41.48
49	442.50	35.39	35.39	13.23	7.18	5.54	5.20	4.78	4.40	3.88	3.33	2.88	2.49	2.17	1.98	1.85	1.72	1.61	1.40	1.13	0.83	0.52	0.23	0.00	0.29	0.61	0.96	1.41	1.74	1.94	2.20	2.40	2.65	2.91	3.19	3.53	3.99	4.60	5.23	6.07	6.97	8.11	10.62	17.48	41.50	41.50
50	445.00	35.42	35.42	13.23	7.16	5.50	5.15	4.73	4.36	3.85	3.29	2.86	2.47	2.16	1.97	1.85	1.71	1.61	1.40	1.13	0.83	0.52	0.23	0.00	0.29	0.61	0.96	1.41	1.74	1.94	2.20	2.40	2.65	2.90	3.18	3.51	3.97	4.57	5.21	6.05	6.95	8.09	10.62	17.48	41.54	41.54
51	447.50	35.36	35.36	13.21	7.14	5.45	5.10	4.69	4.33	3.83	3.27	2.84	2.47	2.16	1.97	1.85	1.71	1.61	1.39	1.13	0.83	0.52	0.23	0.00	0.29	0.61	0.96	1.41	1.74	1.94	2.19	2.39	2.65	2.89	3.17	3.50	3.95	4.55	5.18	6.02	6.93	8.07	10.63	17.48	41.53	41.53
52	450.00	35.34	35.34	13.20	7.12	5.42	5.06	4.65	4.30	3.80	3.25	2.83	2.46	2.16	1.97	1.84	1.71	1.61	1.40	1.13	0.83	0.52	0.23	0.00	0.29	0.61	0.96	1.40	1.73	1.94	2.18	2.39	2.64	2.89	3.16	3.49	3.93	4.53	5.16	5.99	6.90	8.05	10.63	17.48	41.49	41.49
53	452.50	35.36	35.36	13.20	7.12	5.40	5.04	4.63	4.28	3.78	3.24	2.82	2.46	2.16	1.97	1.84	1.70	1.61	1.40	1.13	0.83	0.52	0.23	0.00	0.28	0.60	0.95	1.40	1.73	1.93	2.19	2.39	2.64	2.88	3.15	3.48	3.92	4.52	5.15	5.97	6.89	8.03	10.62	17.49	41.52	41.52
54	455.00	35.43	35.43	13.23	7.13	5.38	5.02	4.61	4.25	3.76	3.23	2.81	2.45	2.16	1.97	1.84	1.70	1.61	1.39	1.12	0.83	0.52	0.23	0.00	0.28	0.60	0.95	1.40	1.73	1.94	2.18	2.39	2.65	2.88	3.15	3.49	3.92	4.51	5.14	5.97	6.88	8.03	10.63	17.50	41.58	41.58
55	457.50	35.51	35.51	13.26	7.13	5.36	5.00	4.59	4.22	3.74	3.21	2.81	2.44	2.15	1.97	1.84	1.70	1.61	1.39	1.12	0.82	0.52	0.23	0.00	0.29	0.60	0.95	1.40	1.73	1.94	2.18	2.39	2.64	2.89	3.15	3.48	3.92	4.50	5.13	5.96	6.86	8.02	10.64	17.52	41.64	41.64
56	460.00	35.52	35.52	13.26	7.12	5.32	4.97	4.56	4.20	3.73	3.20	2.79	2.43	2.15	1.97	1.83	1.70	1.60	1.39	1.12	0.82	0.51	0.23	0.00	0.29	0.60	0.95	1.39	1.72	1.94	2.18	2.38	2.64	2.88	3.14	3.47	3.91	4.48	5.11	5.93	6.85	8.01	10.67	17.55	41.69	41.69
57	462.50	35.50	35.50	13.25	7.10	5.28	4.93	4.51	4.17	3.69	3.18	2.77	2.42	2.15	1.96	1.83	1.70	1.60	1.39	1.11	0.82	0.51	0.23	0.00	0.28	0.59	0.95	1.39	1.72	1.94	2.18	2.38	2.63	2.87	3.13	3.46	3.89	4.47	5.10	5.91	6.84	8.01	10.69	17.60	41.76	41.76
58	465.00	35.45	35.45	13.24	7.09	5.26	4.90	4.48	4.15	3.68	3.17	2.76	2.43	2.15	1.97	1.83	1.70	1.60	1.39	1.12	0.82	0.51	0.23	0.00	0.28	0.59	0.95	1.39	1.72	1.94	2.17	2.38	2.63	2.87	3.13	3.46	3.88	4.46	5.07	5.89	6.81	7.99	10.68	17.59	41.70	41.70
59	467.50	35.43	35.43	13.23	7.08	5.23	4.87	4.46	4.12	3.66	3.16	2.76	2.42	2.15	1.97	1.83	1.70	1.60	1.39	1.12	0.82	0.51	0.23	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.17	2.37	2.63	2.86	3.12	3.45	3.87	4.45	5.06	5.87	6.80	7.99	10.69	17.59	41.68	41.68
60	470.00	35.46	35.46	13.24	7.08	5.21	4.85	4.45	4.12	3.66	3.15	2.75	2.42	2.15	1.97	1.84	1.70	1.60	1.39	1.12	0.83	0.51	0.23	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.17	2.38	2.63	2.86	3.12	3.45	3.87	4.44	5.06	5.87	6.79	7.98	10.70	17.59	41.69	41.69
61	472.50	35.58	35.58	13.29	7.11	5.22	4.87	4.46	4.13	3.67	3.16	2.76	2.42	2.16	1.98	1.84	1.71	1.61	1.40	1.12	0.83	0.51	0.23	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.18	2.39	2.64	2.87	3.13	3.45	3.88	4.44	5.07	5.87	6.79	7.99	10.70	17.59	41.77	41.77
62	475.00	35.77	35.77	13.36	7.14	5.22	4.86	4.44	4.11	3.65	3.14	2.74	2.41	2.14	1.96	1.84	1.70	1.61	1.40	1.12	0.83	0.51	0.23	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.18	2.38	2.64	2.87	3.12	3.44	3.87	4.43	5.06	5.86	6.78	7.97	10.71	17.63	41.86	41.86
63	477.50	35.82	35.82	13.39	7.14	5.21	4.84	4.41	4.08	3.62	3.12	2.73	2.40	2.13	1.96	1.84	1.70	1.61	1.39	1.12	0.83	0.52	0.24	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.18	2.38	2.63	2.86	3.11	3.43	3.85	4.41	5.04	5.84	6.76	7.96	10.72	17.66	41.92	41.92
64	480.00	35.77	35.77	13.38	7.11	5.18	4.81	4.38	4.05	3.60	3.10	2.71	2.39	2.13	1.95	1.83	1.70	1.60	1.39	1.12	0.83	0.51	0.24	0.00	0.28	0.60	0.95	1.39	1.72	1.94	2.17	2.38	2.62	2.85	3.10	3.42	3.83	4.40	5.01	5.82	6.75	7.93	10.71	17.65	41.89	41.89
65	482.50	35.70	35.70	13.36	7.10	5.15	4.77	4.36	4.02	3.58	3.09	2.71	2.38	2.13	1.95	1.83	1.69	1.60	1.39	1.11	0.83	0.51	0.23	0.00	0.29	0.59	0.95	1.38	1.72	1.94	2.17	2.37	2.62	2.85	3.10	3.41	3.83	4.38	5.00	5.81	6.73	7.92	10.70	17.65	41.84	41.84
66	485.00	35.78	35.78	13.39	7.10	5.15	4.78	4.36	4.03	3.58	3.09	2.71	2.38	2.13	1.95	1.83	1.69	1.60	1.39	1.11	0.83	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.71	1.94	2.17	2.37	2.62	2.85	3.10	3.41	3.83	4.38	5.00	5.81	6.72	7.91	10.69	17.64	41.87	41.87
67	487.50	35.83	35.83	13.41	7.10	5.14	4.76	4.33	4.01	3.57	3.08	2.70	2.38	2.13	1.95	1.83	1.69	1.60	1.39	1.11	0.82	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.71	1.93	2.17	2.37	2.62	2.85	3.09	3.40	3.82	4.37	4.99	5.79	6.70	7.91	10.70	17.68	41.95	41.95
68	490.00	35.86	35.86	13.42	7.09	5.12	4.73	4.30	3.99	3.55	3.07	2.68	2.37	2.13	1.95	1.83	1.69	1.60	1.39	1.11	0.83	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.71	1.93	2.16	2.37	2.62	2.84	3.09	3.40	3.81	4.36	4.97	5.78	6.70	7.90	10.69	17.70	41.96	41.96
69	492.50	35.82	35.82	13.43	7.08	5.10	4.70	4.28	3.97	3.54	3.06	2.68	2.37	2.12	1.95	1.83	1.69	1.60	1.39	1.11	0.82	0.51	0.23	0.00	0.28	0.59	0.94	1.37	1.71	1.93	2.16	2.37	2.62	2.84	3.08	3.38	3.80	4.34	4.95	5.76	6.68	7.88	10.68	17.69	41.94	41.94
70	495.00	35.86	35.86	13.45	7.08	5.09	4.69	4.28	3.97	3.53	3.06	2.68	2.37	2.13	1.95	1.84	1.70	1.61	1.40	1.12	0.83	0.51	0.23	0.00	0.28	0.59	0.95	1.38	1.72	1.94	2.17	2.38	2.62	2.85	3.09	3.40	3.80	4.35	4.95	5.76	6.68	7.89	10.70	17.72	41.99	41.99
71	497.50	35.99	35.99	13.51	7.10	5.10	4.69	4.28	3.95	3.52	3.05	2.67	2.36	2.13	1.96	1.84	1.70	1.61	1.40	1.12	0.83	0.52	0.23	0.00	0.28	0.59	0.95	1.38	1.72	1.94	2.17	2.38	2.62	2.84	3.09	3.40	3.80	4.34	4.94	5.76	6.68	7.91	10.71	17.77	42.07	42.07
72	500.00	36.09	36.09	13.57	7.14	5.10	4.67	4.27	3.94	3.50	3.03	2.66	2.36	2.13	1.96	1.84	1.70	1.61	1.40	1.12	0.83	0.52	0.23	0.00	0.28	0.59	0.95	1.38	1.72	1.94	2.17	2.38	2.62	2.84	3.08	3.40	3.79	4.33	4.93	5.75	6.67	7.91	10.72	17.81	42.14	42.14
73	502.50	36.09	36.09	13.59	7.14	5.08	4.66	4.23	3.91	3.49	3.02	2.65	2.35	2.12	1.96	1.84	1.70	1.61	1.40	1.12	0.83	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.72	1.95	2.17	2.38	2.63	2.84	3.08	3.39	3.79	4.32	4.93	5.74	6.67	7.90	10.73	17.84	42.18	42.18
74	505.00	36.13	36.13	13.62	7.17	5.08	4.65	4.21	3.90	3.48	3.01	2.65	2.35	2.13	1.96	1.84	1.71	1.61	1.40	1.12	0.83	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.72	1.95	2.17	2.38	2.63	2.85	3.09	3.39	3.79	4.33	4.93	5.74	6.67	7.91	10.76	17.88	42.21	42.21
75	507.50	36.17	36.17	13.66	7.19	5.07	4.64	4.20	3.88	3.47	3.01	2.65	2.35	2.14	1.97	1.85	1.71	1.61	1.40	1.12	0.84	0.51	0.23	0.00	0.28	0.59	0.94	1.38	1.72	1.95	2.17	2.39	2.63	2.85	3.09	3.39	3.78	4.33	4.93	5.75	6.67	7.93	10.78	17.92	42.25	42.25
76	510.00	36.19	36.19	13.68	7.21	5.07	4.63	4.19	3.87	3.46	3.00	2.64	2.35	2.14	1.97	1.85	1.71	1.62	1.41	1.13	0.84	0.51	0.24	0.00	0.28	0.59	0.95	1.38	1.72	1.95	2.17	2.38	2.63	2.85	3.09	3.39	3.78	4.32	4.92	5.74	6.67	7.93	10.80	17.96	42.30	42.30
77	512.50	36.24	36.24	13.72	7.23	5.06	4.61	4.18	3.86	3.45	2.99	2.64	2.35	2.14	1.97	1.85	1.71	1.62	1.41	1.12	0.83	0.51	0.24	0.00	0.28	0.59	0.94	1.38	1.72	1.95	2.17	2.38	2.63	2.86	3.09	3.39	3.78	4.32	4.92	5.74	6.68	7.94	10.83	18.01	42.35	42.35
78	515.00	36.28	36.28	13.76	7.25	5.06	4.60	4.17	3.85	3.44	2.99	2.64	2.35	2.14	1.97	1.85	1.71	1.62	1.40	1.12	0.84	0.51	0.24	0.00	0.28	0.59	0.94	1.38	1.72	1.95	2.17	2.38	2.63	2.86	3.09	3.39	3.78	4.32	4.92	5.74	6.68	7.96	10.85	18.03	42.37	42.37
79	517.50	36.32	36.32	13.79	7.27	5.06	4.60	4.16	3.84	3.43	2.99	2.63	2.35	2.15	1.98	1.85	1.71	1.61	1.40	1.13	0.84	0.51	0.23	0.00	0.27	0.58	0.94	1.38	1.72	1.95	2.17	2.38	2.63	2.86	3.10	3.39	3.78	4.32	4.92	5.74	6.69	7.96	10.87	18.07	42.43	42.43
80	520.00	36.38	36.38	13.83	7.29	5.06	4.59	4.15	3.83	3.42	2.99	2.63	2.35	2.15	1.98	1.86	1.72	1.62	1.40	1.13	0.84	0.51	0.24	0.00	0.27	0.58	0.93	1.37	1.72	1.95	2.17	2.38	2.64	2.86	3.10	3.39	3.78	4.32	4.92	5.74	6.69	7.97	10.91	18.12	42.49	42.49
81	522.50	36.41	36.41	13.87	7.32	5.07	4.58	4.14	3.82	3.41	2.97	2.63	2.34	2.15	1.98	1.86	1.71	1.62	1.40	1.12	0.83	0.51	0.24	0.00	0.27	0.58	0.94	1.37	1.72	1.95	2.17	2.38	2.64	2.86	3.10	3.40	3.79	4.32	4.92	5.75	6.70	7.99	10.94	18.16	42.53	42.53
82	525.00	36.45	36.45	13.90	7.35	5.08	4.58	4.14	3.81	3.41	2.97	2.62	2.35	2.15	1.98	1.86	1.72	1.62	1.40	1.12	0.83	0.51	0.23	0.00	0.27	0.58	0.93	1.36	1.72	1.95	2.17	2.38	2.64	2.86	3.10	3.40	3.79	4.32	4.92	5.75	6.71	8.00	10.97	18.20	42.57	42.57
83	527.50	36.48	36.48	13.93	7.39	5.09	4.58	4.14	3.81	3.41	2.97	2.62	2.35	2.15	1.98	1.86	1.72	1.62	1.40	1.12	0.84	0.51	0.23	0.00	0.27	0.58	0.93	1.37	1.72	1.95	2.17	2.38	2.64	2.86	3.10	3.40	3.79	4.32	4.92	5.76	6.72	8.01	11.00	18.22	42.61	42.61
84	530.00	36.52	36.52	13.96	7.42	5.10	4.57	4.13	3.80	3.41	2.97	2.62	2.35	2.16	1.99	1.87	1.72	1.62	1.40	1.12	0.84	0.51	0.23	0.00	0.27	0.58	0.94	1.37	1.72	1.95	2.17	2.38	2.64	2.86	3.10	3.40	3.78	4.32	4.92	5.75	6.72	8.03	11.03	18.25	42.64	42.64
85	532.50	36.56	36.56	13.99	7.44	5.10	4.57	4.13	3.80	3.41	2.96	2.62	2.35	2.16	1.99	1.87	1.73	1.63	1.41	1.13	0.83	0.51	0.23	0.00	0.27	0.58	0.94	1.37	1.72	1.95	2.18	2.38	2.65	2.87	3.11	3.40	3.79	4.32	4.93	5.76	6.72	8.03	11.05	18.27	42.66	42.66
86	535.00	36.59	36.59	14.02	7.46	5.10	4.56	4.12	3.79	3.40	2.97	2.62	2.36	2.17	2.00	1.88	1.73	1.63	1.41	1.13	0.84	0.51	0.23	0.00	0.26	0.58	0.93	1.37	1.72	1.95	2.18	2.38	2.65	2.87	3.11	3.41	3.78	4.32	4.92	5.76	6.72	8.03	11.07	18.30	42.70	42.70
87	537.50	36.62	36.62	14.04	7.49	5.10	4.56	4.11	3.78	3.39	2.97	2.62	2.36	2.18	2.00	1.88	1.73	1.63	1.41	1.13	0.84	0.51	0.23	0.00	0.26	0.57	0.93	1.37	1.72	1.96	2.18	2.39	2.65	2.87	3.11	3.41	3.78	4.31	4.92	5.75	6.71	8.03	11.09	18.33	42.74	42.74
88	540.00	36.64	36.64	14.07	7.50	5.10	4.55	4.09	3.77	3.38	2.96	2.62	2.36	2.18	2.01	1.88	1.74	1.63	1.41	1.13	0.84	0.50	0.23	0.00	0.26	0.58	0.93	1.37	1.72	1.96	2.18	2.39	2.65	2.88	3.11	3.41	3.79	4.31	4.91	5.75	6.70	8.03	11.11	18.36	42.79	42.79
89	542.50	36.70	36.70	14.10	7.51	5.09	4.52	4.07	3.75	3.37	2.95	2.61	2.36	2.19	2.01	1.89	1.75	1.64	1.42	1.13	0.84	0.51	0.23	0.00	0.26	0.58	0.93	1.37	1.72	1.96	2.18	2.39	2.66	2.88	3.12	3.41	3.78	4.31	4.90	5.74	6.70	8.02	11.12	18.38	42.80	42.80
90	545.00	36.73	36.73	14.11	7.52	5.09	4.51	4.06	3.73	3.36	2.94	2.61	2.36	2.19	2.02	1.89	1.75	1.64	1.42	1.13	0.84	0.51	0.23	0.00	0.26	0.57	0.93	1.37	1.73	1.96	2.18	2.39	2.66	2.88	3.12	3.41	3.78	4.30	4.89	5.73	6.69	8.02	11.13	18.40	42.83	42.83
91	547.50	36.76	36.76	14.13	7.53	5.07	4.49	4.05	3.72	3.35	2.94	2.61	2.36	2.20	2.02	1.90	1.75	1.64	1.42	1.13	0.84	0.51	0.23	0.00	0.26	0.57	0.93	1.37	1.72	1.97	2.18	2.39	2.66	2.88	3.12	3.40	3.77	4.30	4.89	5.72	6.68	8.02	11.14	18.42	42.86	42.86
92	550.00	36.76	36.76	14.14	7.52	5.06	4.47	4.03	3.71	3.34	2.94	2.61	2.37	2.20	2.02	1.90	1.75	1.64	1.42	1.13	0.84	0.51	0.23	0.00	0.26	0.57	0.93	1.37	1.72	1.96	2.18	2.39	2.66	2.88	3.12	3.40	3.77	4.29	4.88	5.71	6.67	8.01	11.15	18.42	42.85	42.85
93	552.50	36.73	36.73	14.13	7.52	5.07	4.46	4.02	3.70	3.34	2.94	2.61	2.37	2.21	2.03	1.90	1.75	1.64	1.42	1.13	0.84	0.51	0.22	0.00	0.26	0.57	0.93	1.37	1.72	1.96	2.18	2.40	2.66	2.88	3.12	3.40	3.77	4.29	4.88	5.70	6.67	8.02	11.15	18.41	42.83	42.83
94	555.00	36.69	36.69	14.10	7.51	5.06	4.45	4.02	3.70	3.34	2.93	2.61	2.37	2.20	2.02	1.90	1.75	1.64	1.41	1.13	0.84	0.50	0.22	0.00	0.26	0.57	0.93	1.36	1.72	1.96	2.18	2.39	2.66	2.88	3.12	3.40	3.77	4.29	4.88	5.71	6.67	8.02	11.16	18.40	42.80	42.80
95	557.50	36.65	36.65	14.08	7.50	5.05	4.45	4.01	3.70	3.34	2.93	2.61	2.37	2.20	2.03	1.89	1.74	1.64	1.41	1.13	0.83	0.50	0.23	0.00	0.25	0.57	0.93	1.36	1.72	1.96	2.17	2.39	2.65	2.88	3.11	3.40	3.76	4.28	4.87	5.70	6.67	8.02	11.16	18.39	42.77	42.77
96	560.00	36.59	36.59	14.05	7.49	5.05	4.44	4.01	3.69	3.34	2.93	2.61	2.36	2.20	2.03	1.89	1.74	1.63	1.40	1.13	0.83	0.50	0.22	0.00	0.25	0.57	0.92	1.36	1.72	1.96	2.16	2.39	2.65	2.87	3.11	3.39	3.76	4.28	4.87	5.70	6.67	8.01	11.16	18.37	42.73	42.73
97	562.50	36.54	36.54	14.03	7.48	5.04	4.44	4.01	3.69	3.34	2.93	2.61	2.36	2.20	2.02	1.89	1.74	1.63	1.41	1.12	0.83	0.50	0.22	0.00	0.25	0.56	0.92	1.36	1.71	1.95	2.16	2.38	2.65	2.87	3.11	3.39	3.76	4.28	4.87	5.71	6.67	8.02	11.16	18.35	42.70	42.70
98	565.00	36.51	36.51	14.01	7.46	5.05	4.44	4.01	3.69	3.34	2.93	2.61	2.36	2.20	2.02	1.89	1.74	1.63	1.40	1.12	0.83	0.50	0.22	0.00	0.25	0.56	0.92	1.35	1.71	1.95	2.16	2.38	2.65	2.87	3.11	3.39	3.76	4.28	4.87	5.71	6.67	8.03	11.15	18.34	42.68	42.68
99	567.50	36.46	36.46	13.99	7.46	5.06	4.44	4.01	3.69	3.33	2.93	2.61	2.36	2.20	2.02	1.89	1.74	1.63	1.40	1.12	0.83	0.50	0.22	0.00	0.25	0.56	0.92	1.35	1.71	1.95	2.16	2.38	2.65	2.87	3.11	3.39	3.76	4.28	4.87	5.71	6.67	8.04	11.16	18.33	42.64	42.64
100	570.00	36.40	36.40	13.97	7.46	5.06	4.44	4.00	3.68	3.33	2.93	2.60	2.36	2.20	2.03	1.90	1.74	1.64	1.41	1.12	0.84	0.50	0.22	0.00	0.25	0.56	0.92	1.36	1.72	1.96	2.17	2.38	2.65	2.87	3.11	3.39	3.76	4.28	4.87	5.71	6.68	8.04	11.16	18.32	42.61	42.61
101	572.50	36.37	36.37	13.96	7.48	5.06	4.45	4.00	3.68	3.33	2.93	2.61	2.37	2.20	2.04	1.90	1.75	1.64	1.41	1.13	0.84	0.50	0.22	0.00	0.25	0.56	0.92	1.35	1.71	1.96	2.17	2.39	2.65	2.87	3.11	3.39	3.76	4.28	4.86	5.71	6.69	8.04	11.17	18.32	42.58	42.58
102	575.00	36.31	36.31	13.95	7.47	5.06	4.45	4.00	3.67	3.33	2.93	2.61	2.37	2.21	2.04	1.90	1.75	1.64	1.41	1.13	0.83	0.50	0.22	0.00	0.25	0.56	0.92	1.35	1.71	1.95	2.17	2.39	2.65	2.87	3.11	3.39	3.76	4.27	4.86	5.71	6.69	8.05	11.18	18.32	42.56	42.56
103	577.50	36.22	36.22	13.92	7.46	5.05	4.44	3.99	3.67	3.32	2.92	2.61	2.37	2.21	2.05	1.91	1.75	1.64	1.41	1.13	0.83	0.50	0.22	0.00	0.25	0.56	0.92	1.35	1.72	1.96	2.17	2.39	2.65	2.87	3.11	3.39	3.75	4.27	4.86	5.71	6.69	8.06	11.18	18.31	42.53	42.53
104	580.00	36.11	36.11	13.87	7.44	5.04	4.43	3.98	3.66	3.32	2.93	2.61	2.37	2.21	2.05	1.91	1.75	1.64	1.42	1.13	0.83	0.50	0.22	0.00	0.25	0.56	0.93	1.35	1.72	1.96	2.18	2.39	2.66	2.87	3.11	3.39	3.75	4.27	4.86	5.70	6.69	8.06	11.17	18.30	42.46	42.46
